"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Rolette","40","09","05","Rolla City Hall","14 1st ST SE","Rolla","ND","58367"," 8:00AM-7:00PM","(701) 477-5665 Ext. 101"
"Rolette","40","09","05","St John Senior Center","200 Foussard Ave SW","St John","ND","58369"," 8:00AM-7:00PM","(701) 477-5665 Ext. 101"
"Rolette","40","09","05","WWI Memorial Building","503 2nd Ave ","Rolette","ND","58366"," 8:00AM-7:00PM","(701) 477-5665 Ext. 101"
"Sargent","41","25","02","Forman City Hall","349 Main St S","Forman","ND","58032"," 8:00AM-7:00PM","(701) 724-6241 Ext. 101"
"Sargent","41","28","01","Forman City Hall","349 Main St S","Forman","ND","58032"," 8:00AM-7:00PM","(701) 724-6241 Ext. 101"
"Sheridan","42","14","01","McClusky City Hall","117 B Ave East","McClusky","ND","58463"," 8:00AM-7:00PM","(701) 363-2205 Ext. "
"Sioux","43","31","01","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 7:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","02","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 7:00AM-7:00PM","(701) 854-3481 Ext. "
"Sioux","43","31","03","Sioux County Courthouse","303 2nd Ave","Fort Yates ","ND","58538"," 7:00AM-7:00PM","(701) 854-3481 Ext. "
"Slope","44","39","01","Marmarth Community Center","911 Main St ","Marmarth","ND","58643"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","01","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","01","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","02","Marmarth Community Center","911 Main St ","Marmarth","ND","58643"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","02","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","02","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","03","Marmarth Community Center","911 Main St ","Marmarth","ND","58643"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","03","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","03","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Stark","45","36","01","Belfield City Hall","208 Main Street North","Belfield","ND","58622"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","01","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","01","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","01","Richardton City Hall","111 North Ave West","Richardton","ND","58652"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","01","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","02","Belfield City Hall","208 Main Street North","Belfield","ND","58622"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","02","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","02","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","02","Richardton City Hall","111 North Ave West","Richardton","ND","58652"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","02","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","03","Belfield City Hall","208 Main Street North","Belfield","ND","58622"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","03","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","03","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","03","Richardton City Hall","111 North Ave West","Richardton","ND","58652"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","03","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","04","Belfield City Hall","208 Main Street North","Belfield","ND","58622"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","04","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","04","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","04","Richardton City Hall","111 North Ave West","Richardton","ND","58652"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","04","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","37","01","Belfield City Hall","208 Main Street North","Belfield","ND","58622"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","37","01","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","37","01","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","37","01","Richardton City Hall","111 North Ave West","Richardton","ND","58652"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","37","01","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","01","Belfield City Hall","208 Main Street North","Belfield","ND","58622"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","01","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","01","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","01","Richardton City Hall","111 North Ave West","Richardton","ND","58652"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","01","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","02","Belfield City Hall","208 Main Street North","Belfield","ND","58622"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","02","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","02","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","02","Richardton City Hall","111 North Ave West","Richardton","ND","58652"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","02","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","03","Belfield City Hall","208 Main Street North","Belfield","ND","58622"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","03","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","03","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","03","Richardton City Hall","111 North Ave West","Richardton","ND","58652"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","39","03","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 7:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Steele","46","29","01","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110 Ext. "
"Steele","46","29","02","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110 Ext. "
"Steele","46","29","03","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110 Ext. "
"Steele","46","29","04","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110 Ext. "
"Steele","46","29","05","Steele County Courthouse","201 Washington Ave W","Finley","ND","58230"," 8:00AM-7:00PM","(701) 524-2110 Ext. "
"Stutsman","47","12","40","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","50","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","60","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","70","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","80","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","12","90","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","10","American Legion","100 Water Street East","Medina","ND","58467"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","10","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","20","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Stutsman","47","29","30","Jamestown Civic Center","212 3rd Avenue NE","Jamestown","ND","58401"," 7:00AM-7:00PM","(701) 252-9035 Ext. "
"Towner","48","02","02"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1"
"Towner","48","15","01"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1"
"Towner","48","15","03"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1"
"Traill","49","20","01","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","02","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","03","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","04","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","05","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","06","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","07","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","08","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","09","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","10","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","11","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","12","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Walsh","50","19","02","Walsh County Courthouse ","600 Cooper Ave","Grafton","ND","58237"," 9:00AM-7:00PM","(701) 352-2851 Ext. "
"Walsh","50","20","01","Walsh County Courthouse ","600 Cooper Ave","Grafton","ND","58237"," 9:00AM-7:00PM","(701) 352-2851 Ext. "
"Ward","51","03","01","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","01","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","01","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","01","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","01","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","01","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","01","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","01","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","01","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","01","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","02","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","02","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","03","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","03","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","03","04","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","03","04","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","05","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","05","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","06","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","06","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","06","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","06","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","06","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","06","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","06","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","06","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","06","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
